created_at,entry_id,field1,field2,field3,field4,field5,field6,latitude,longitude,elevation,status
2023-11-06T15:39:19+00:00,41,28.4,63.4,10.94577,17.67098,10.94577,261.45966,,,,
2023-11-06T15:39:43+00:00,42,28.4,63.4,12.85581,22.79804,12.85581,310.98615,,,,
2023-11-06T15:40:06+00:00,43,28.4,63.4,12.7687,22.31162,12.5956,307.24039,,,,
2023-11-06T15:40:31+00:00,44,28.4,63.5,12.7687,21.36274,12.5956,305.42868,,,,
2023-11-06T15:40:54+00:00,45,28.4,63.4,12.85581,20.44524,12.16938,302.50958,,,,
2023-11-06T15:41:18+00:00,46,28.5,63.3,13.03116,21.83322,13.38638,314.85379,,,,
2023-11-06T15:41:42+00:00,47,28.5,63.3,12.424,21.59699,12.7687,301.71014,,,,
2023-11-06T15:42:05+00:00,48,28.5,63.3,12.85581,21.13046,12.68197,306.79312,,,,
2023-11-06T15:42:29+00:00,49,28.5,63.1,12.424,21.59699,12.50961,300.2063,,,,
2023-11-06T15:42:52+00:00,50,28.4,63.2,12.16938,20.90011,12.00148,292.10709,,,,
2023-11-06T15:43:17+00:00,51,28.4,63.2,12.25388,20.44524,11.75239,291.06024,,,,
2023-11-06T15:43:40+00:00,52,28.4,63.2,13.56627,23.0443,13.1194,323.64322,,,,
2023-11-06T15:44:05+00:00,53,28.4,63.4,13.20801,22.79804,13.1194,317.7991,,,,
2023-11-06T15:44:29+00:00,54,28.4,63.5,12.9433,22.55382,13.03116,312.84991,,,,
2023-11-06T15:44:52+00:00,55,28.4,63.4,13.20801,24.04987,13.29701,321.22025,,,,
2023-11-06T15:45:16+00:00,56,28.4,63.5,13.20801,23.54295,13.20801,319.73578,,,,
2023-11-06T15:45:40+00:00,57,28.4,63.4,13.1194,23.0443,13.20801,317.45447,,,,
2023-11-06T15:46:04+00:00,58,28.4,63.4,13.47614,23.0443,13.20801,322.80557,,,,
2023-11-06T15:46:28+00:00,59,28.3,63.4,13.29701,23.54295,13.03116,320.04416,,,,
2023-11-06T15:46:52+00:00,60,28.4,63.4,13.56627,23.0443,13.29701,324.67413,,,,
2023-11-06T15:47:16+00:00,61,28.4,63.3,13.1194,22.79804,13.38638,318.01959,,,,
2023-11-06T15:47:39+00:00,62,28.4,63.2,13.1194,23.0443,13.1194,316.94009,,,,
2023-11-06T15:48:03+00:00,63,28.3,63.3,13.38638,23.54295,13.38638,323.44666,,,,
2023-11-06T15:48:27+00:00,64,28.3,63.2,13.03116,24.04987,13.38638,319.08615,,,,
2023-11-06T15:48:50+00:00,65,28.2,63.3,13.03116,23.79537,12.85581,315.52057,,,,
2023-11-06T15:49:14+00:00,66,28.2,63.4,13.20801,23.54295,12.85581,317.6915,,,,
2023-11-06T15:49:38+00:00,67,28.3,63.3,13.1194,23.54295,13.20801,318.40656,,,,
2023-11-06T15:50:02+00:00,68,28.3,63.3,13.20801,23.2926,13.38638,320.29312,,,,
2023-11-06T15:50:26+00:00,69,28.3,63.3,13.38638,23.0443,13.03116,320.43268,,,,
2023-11-06T15:50:50+00:00,70,28.3,63.2,13.03116,23.2926,13.1194,316.09055,,,,
2023-11-06T15:51:14+00:00,71,28.3,63.2,13.29701,23.0443,13.20801,320.11862,,,,
2023-11-06T15:51:38+00:00,72,28.4,63.2,13.29701,22.79804,13.1194,319.13403,,,,
2023-11-06T15:52:02+00:00,73,28.4,63.1,13.20801,22.79804,13.03116,317.28696,,,,
2023-11-06T15:52:25+00:00,74,28.4,63.1,13.03116,22.55382,12.9433,313.65787,,,,
2023-11-06T15:52:49+00:00,75,28.4,63.1,13.03116,21.83322,13.03116,312.79193,,,,
2023-11-06T15:53:13+00:00,76,28.3,63.1,15.84562,30.81377,15.84562,388.492,,,,
2023-11-06T15:53:37+00:00,77,28.3,63.3,12.9433,20.44524,12.33875,304.80496,,,,
2023-11-06T15:54:02+00:00,78,28.2,63.5,8.46706,11.0481,8.40013,196.8578,,,,
2023-11-06T15:54:25+00:00,79,28.2,63.5,8.33354,10.76961,8.20135,193.16954,,,,
2023-11-06T15:54:47+00:00,80,28.2,63.5,8.26728,10.90816,8.26728,192.82292,,,,
2023-11-06T15:55:11+00:00,81,28.2,63.5,8.13576,10.76961,8.20135,190.20287,,,,
2023-11-06T15:55:34+00:00,82,28.2,63.6,8.20135,11.18939,8.26728,192.37094,,,,
2023-11-06T15:55:58+00:00,83,28.2,63.6,8.33354,10.90816,8.26728,193.81677,,,,
2023-11-06T15:56:21+00:00,84,28.2,63.6,7.87667,9.70898,8.13576,183.91066,,,,
2023-11-06T15:56:45+00:00,85,28.2,63.6,9.15476,11.0481,8.00556,204.88316,,,,
2023-11-06T15:57:08+00:00,86,28.2,63.7,8.33354,10.63239,8.6019,195.2325,,,,
2023-11-06T15:57:32+00:00,87,28.2,63.7,7.94095,13.15532,8.20135,191.83586,,,,
2023-11-06T15:57:56+00:00,88,28.2,63.7,8.33354,11.0481,8.00556,192.56482,,,,
2023-11-06T15:58:19+00:00,89,28.2,63.8,7.87667,10.49652,8.07049,185.03548,,,,
2023-11-06T15:58:41+00:00,90,28.2,63.8,8.33354,10.49652,8.13576,192.26743,,,,
2023-11-06T15:59:04+00:00,91,28.1,63.8,8.00556,10.49652,8.00556,186.59192,,,,
2023-11-06T15:59:27+00:00,92,28.1,63.9,7.81272,10.22877,7.87667,182.43999,,,,
2023-11-06T15:59:50+00:00,93,28.1,63.9,8.40013,10.36199,8.00556,192.25365,,,,
2023-11-06T16:00:13+00:00,94,28.1,63.9,7.81272,9.96628,8.13576,183.44269,,,,
2023-11-06T16:00:36+00:00,95,28.1,63.9,8.20135,10.36199,7.87667,188.52388,,,,
2023-11-06T16:00:59+00:00,96,28.1,63.9,7.62282,10.09687,7.87667,179.33961,,,,
2023-11-06T16:01:23+00:00,97,28.1,63.9,7.87667,10.09687,6.83337,177.09174,,,,
2023-11-06T16:01:47+00:00,98,28.1,64,7.68579,10.22877,7.37415,177.61926,,,,
2023-11-06T16:02:10+00:00,99,28.1,64,7.62282,9.20965,7.19102,173.66586,,,,
2023-11-06T16:02:33+00:00,100,28.1,64,7.13062,9.58225,7.43583,168.41531,,,,
2023-11-06T16:02:57+00:00,101,28.1,64,7.31278,8.96748,7.25174,168.90546,,,,
2023-11-06T16:03:20+00:00,102,28.1,63.9,7.56016,9.70898,7.49784,175.4603,,,,
2023-11-06T16:03:43+00:00,103,28.1,63.9,7.87667,9.20965,7.37415,178.53658,,,,
2023-11-06T16:04:07+00:00,104,28.1,63.8,7.62282,8.96748,7.43583,174.62445,,,,
2023-11-06T16:04:31+00:00,105,28.1,63.8,7.68579,9.3326,7.56016,176.98787,,,,
2023-11-06T16:04:55+00:00,106,28.1,63.8,7.13062,9.20965,7.13062,165.93236,,,,
2023-11-06T16:05:19+00:00,107,28.1,63.8,7.68579,9.08795,7.49784,176.15898,,,,
2023-11-06T16:05:43+00:00,108,28.1,63.9,7.31278,9.4568,7.31278,170.19402,,,,
2023-11-06T16:06:06+00:00,109,28.1,64,7.43583,9.4568,7.62282,173.83928,,,,
2023-11-06T16:06:30+00:00,110,28.2,64,7.49784,9.08795,7.56016,173.70142,,,,
2023-11-06T16:06:54+00:00,111,28.2,64,7.62282,9.58225,7.56016,176.51988,,,,
2023-11-06T16:07:19+00:00,112,28.2,64,7.37415,10.09687,7.56016,173.77246,,,,
2023-11-06T16:07:43+00:00,113,28.2,64,7.49784,6.33183,7.31278,167.00317,,,,
2023-11-06T16:08:07+00:00,114,28.2,63.9,7.62282,9.58225,7.49784,176.15813,,,,
2023-11-06T16:08:31+00:00,115,28.1,64,7.43583,9.70898,7.31278,172.52126,,,,
2023-11-06T16:08:55+00:00,116,28.1,64,7.49784,8.73022,7.25174,171.22821,,,,
2023-11-06T16:09:18+00:00,117,28.1,64,7.49784,8.96748,7.49784,173.10963,,,,
2023-11-06T16:09:41+00:00,118,28.1,64,7.49784,9.4568,7.07054,171.56372,,,,
2023-11-06T16:10:04+00:00,119,28.1,64.1,7.43583,8.96748,7.13062,170.04814,,,,
2023-11-06T16:10:27+00:00,120,28.1,64.1,7.19102,8.84824,7.19102,166.4989,,,,
2023-11-06T16:10:51+00:00,121,28.1,64,7.43583,8.96748,7.19102,170.39874,,,,
2023-11-06T16:11:14+00:00,122,28.1,64,7.19102,8.49778,7.19102,165.82976,,,,
2023-11-06T16:11:37+00:00,123,28.1,64,7.19102,8.49778,7.25174,166.18219,,,,
2023-11-06T16:12:01+00:00,124,28.1,64,7.43583,8.6134,7.01077,168.67642,,,,
2023-11-06T16:12:25+00:00,125,28.1,64,7.25174,8.49778,7.13062,166.38998,,,,
2023-11-06T16:12:48+00:00,126,28.2,64,6.89219,8.6134,6.83337,159.49211,,,,
2023-11-06T16:13:11+00:00,127,28.2,63.9,7.01077,8.6134,6.77487,160.93124,,,,
2023-11-06T16:13:35+00:00,128,28.1,63.8,7.07054,8.15803,7.01077,162.32756,,,,
2023-11-06T16:13:58+00:00,129,28.1,63.8,7.07054,7.93737,6.77487,160.53699,,,,
2023-11-06T16:14:22+00:00,130,28.1,63.8,7.19102,7.93737,6.6588,161.67055,,,,
2023-11-06T16:14:46+00:00,131,28.1,66,4.32272,3.33444,3.69212,92.63779,,,,
2023-11-06T16:15:09+00:00,132,28.6,64.9,2.54537,1.72751,2.64186,56.81323,,,,
2023-11-06T16:15:33+00:00,133,28.9,63.6,2.70742,2.09598,2.84153,61.10654,,,,
2023-11-06T16:15:57+00:00,134,29,62.9,2.84153,2.05667,2.91009,63.44106,,,,
2023-11-06T16:16:20+00:00,135,29,62.4,2.84153,1.97973,2.94475,63.49532,,,,
2023-11-06T16:16:43+00:00,136,29.1,62.2,2.77398,1.83241,2.84153,61.60164,,,,
2023-11-06T16:17:07+00:00,137,29.1,61.9,2.87568,1.94209,2.77398,62.94453,,,,
2023-11-06T16:17:31+00:00,138,29.2,61.7,2.77398,2.05667,2.80763,61.83304,,,,
2023-11-06T16:17:55+00:00,139,29.2,61.5,2.48226,2.01792,2.84153,57.58012,,,,
2023-11-06T16:18:19+00:00,140,29.3,61.2,2.74058,2.01792,2.48226,59.36949,,,,
2023-11-06T16:18:43+00:00,141,29.3,61.1,2.70742,1.69357,2.87568,60.53644,,,,
2023-11-06T16:19:06+00:00,142,29.3,60.9,2.77398,1.86844,2.77398,61.27831,,,,
2023-11-06T16:19:30+00:00,143,29.4,60.8,2.67452,1.97973,2.80763,60.19424,,,,
2023-11-06T16:19:54+00:00,144,29.4,60.7,2.80763,1.83241,3.01482,63.11226,,,,
2023-11-06T16:20:18+00:00,145,29.4,60.6,2.87568,1.90499,2.84153,63.26579,,,,
2023-11-06T16:20:41+00:00,146,29.5,60.4,2.94475,2.05667,2.64186,63.43242,,,,
2023-11-06T16:21:05+00:00,147,29.5,60.2,2.84153,2.05667,2.91009,63.44106,,,,
2023-11-06T16:21:28+00:00,148,29.5,60,2.91009,2.13586,3.05024,65.43415,,,,
2023-11-06T16:21:50+00:00,149,29.5,59.8,3.08592,2.21735,3.01482,68.02163,,,,
2023-11-06T16:22:13+00:00,150,29.5,59.6,3.01482,2.34398,2.97966,66.99284,,,,
2023-11-06T16:22:37+00:00,151,29.5,59.4,2.91009,2.25896,2.94475,65.05685,,,,
2023-11-06T16:23:00+00:00,152,29.5,59.3,2.94475,1.90499,2.97966,65.10351,,,,
2023-11-06T16:23:23+00:00,153,29.5,59.1,2.91009,2.30117,3.08592,65.95687,,,,
2023-11-06T16:23:47+00:00,154,29.5,59,2.87568,2.09598,3.08592,65.049,,,,
2023-11-06T16:24:11+00:00,155,29.5,58.8,2.87568,2.09598,3.01482,64.63632,,,,
2023-11-06T16:24:35+00:00,156,29.5,58.8,2.87568,2.25896,2.91009,64.3396,,,,
2023-11-06T16:24:59+00:00,157,29.5,58.7,3.05024,2.05667,2.94475,66.77293,,,,
2023-11-06T16:25:22+00:00,158,29.5,58.4,2.97966,2.13586,3.15804,67.1034,,,,
2023-11-06T16:25:46+00:00,159,29.5,58,3.01482,2.01792,2.97966,66.37029,,,,
2023-11-06T16:26:10+00:00,160,29.5,57.9,2.77398,1.90499,2.91009,62.13815,,,,
2023-11-06T16:26:33+00:00,161,29.5,57.8,2.77398,2.90628,2.94475,64.25112,,,,
2023-11-06T16:26:57+00:00,162,29.5,57.6,4.19165,1.94209,2.84153,83.07619,,,,
2023-11-06T16:27:21+00:00,163,29.5,57.5,2.70742,1.94209,2.67452,59.84331,,,,
2023-11-06T16:27:45+00:00,164,29.5,57.2,2.64186,1.90499,3.93698,66.11684,,,,
2023-11-06T16:28:09+00:00,165,29.5,57.1,2.64186,1.79692,2.84153,59.55213,,,,
2023-11-06T16:28:33+00:00,166,29.5,57.1,2.84153,1.86844,2.74058,62.09773,,,,
2023-11-06T16:28:57+00:00,167,29.5,57,2.94475,2.09598,2.87568,64.86466,,,,
2023-11-06T16:29:20+00:00,168,29.5,57.1,3.01482,2.13586,2.80763,65.59695,,,,
2023-11-06T16:29:44+00:00,169,29.4,57.1,2.91009,2.01792,2.77398,63.60541,,,,
2023-11-06T16:30:07+00:00,170,29.4,57,2.91009,1.97973,2.80763,63.72781,,,,
2023-11-06T16:30:31+00:00,171,29.4,56.9,2.87568,1.83241,2.87568,63.32546,,,,
2023-11-06T16:30:55+00:00,172,29.4,57.1,2.87568,2.09598,2.91009,64.0284,,,,
2023-11-06T16:31:19+00:00,173,29.4,57.1,2.87568,1.94209,2.80763,63.13985,,,,
2023-11-06T16:31:44+00:00,174,29.4,57,2.87568,1.79692,2.84153,63.05946,,,,
2023-11-06T16:32:08+00:00,175,29.4,56.8,2.64186,1.90499,2.77398,59.36636,,,,
2023-11-06T16:32:32+00:00,176,29.4,56.8,2.87568,1.97973,2.87568,63.60673,,,,
2023-11-06T16:32:55+00:00,177,29.4,56.8,2.60945,1.72751,2.67452,57.96404,,,,
2023-11-06T16:33:17+00:00,178,29.4,56.9,0.44987,1.86844,2.60945,25.46169,,,,
2023-11-06T16:33:40+00:00,179,29.4,57,2.60945,1.43995,2.70742,57.60598,,,,
2023-11-06T16:34:03+00:00,180,29.4,57,2.67452,2.01792,2.51369,58.56105,,,,
2023-11-06T16:34:27+00:00,181,29.4,56.9,2.77398,1.72751,2.57729,59.86757,,,,
2023-11-06T16:34:51+00:00,182,29.4,56.8,2.51369,1.72751,2.57729,55.96331,,,,
2023-11-06T16:35:16+00:00,183,29.3,56.8,3.05024,1.76196,2.67452,64.64172,,,,
2023-11-06T16:35:41+00:00,184,29.3,56.8,2.54537,1.69357,2.64186,56.74844,,,,
2023-11-06T16:36:04+00:00,185,29.3,56.8,2.45108,1.56286,2.54537,54.5244,,,,
2023-11-06T16:36:27+00:00,186,29.3,56.9,2.45108,1.53142,2.35896,53.3824,,,,
2023-11-06T16:36:51+00:00,187,29.3,56.9,2.48226,1.4104,2.23951,52.92579,,,,
2023-11-06T16:37:14+00:00,188,29.3,56.8,2.23951,1.43995,2.09551,48.50504,,,,
2023-11-06T16:37:38+00:00,189,29.2,56.9,2.29876,1.50045,2.23951,50.34514,,,,
2023-11-06T16:38:01+00:00,190,29.2,56.9,2.29876,1.4104,2.32874,50.69116,,,,
2023-11-06T16:38:24+00:00,191,29.2,56.8,1.95735,1.43995,2.26901,45.27976,,,,
2023-11-06T16:38:48+00:00,192,29.2,56.8,2.21024,1.4104,2.26901,49.01664,,,,
2023-11-06T16:39:11+00:00,193,29.2,56.7,2.23951,1.29677,2.26901,49.23874,,,,
2023-11-06T16:39:35+00:00,194,29.2,56.6,2.21024,1.43995,2.23951,48.90178,,,,
2023-11-06T16:39:59+00:00,195,29.2,56.6,2.21024,1.38131,2.1812,48.45142,,,,
2023-11-06T16:40:22+00:00,196,29.2,56.5,2.1812,1.35268,2.1812,47.96125,,,,
2023-11-06T16:40:45+00:00,197,29.1,56.6,2.1812,1.3245,2.21024,48.07597,,,,
2023-11-06T16:41:09+00:00,198,29.1,56.4,1.95735,1.35268,2.32874,45.45983,,,,
2023-11-06T16:41:33+00:00,199,29.1,56.3,2.1524,1.29677,2.1812,47.42254,,,,
2023-11-06T16:41:56+00:00,200,29.1,56.4,2.1524,1.35268,2.21024,47.6978,,,,
2023-11-06T16:42:19+00:00,201,29.1,56.4,2.09551,1.35268,2.23951,47.01431,,,,
2023-11-06T16:42:43+00:00,202,29.1,56.5,2.21024,1.29677,2.21024,48.45853,,,,
2023-11-06T16:43:06+00:00,203,29.1,56.8,2.21024,1.3245,2.06742,47.68249,,,,
2023-11-06T16:43:29+00:00,204,29.1,56.8,2.21024,1.90499,2.1524,49.28415,,,,
2023-11-06T16:43:52+00:00,205,29.1,56.9,2.1524,1.29677,2.06742,46.76208,,,,
2023-11-06T16:44:16+00:00,206,29.1,56.9,2.21024,1.29677,2.12384,47.95705,,,,
2023-11-06T16:44:40+00:00,207,29.1,57,2.21024,1.38131,2.23951,48.78983,,,,
2023-11-06T16:45:03+00:00,208,29.1,57,2.1812,1.35268,2.09551,47.46387,,,,
2023-11-06T16:45:27+00:00,209,29.1,57.1,2.12384,1.26949,2.23951,47.28039,,,,
2023-11-06T16:45:50+00:00,210,29.1,57.1,2.1812,1.3245,2.09551,47.41007,,,,
2023-11-06T16:46:13+00:00,211,29.1,56.8,2.64186,1.13951,2.1812,54.46411,,,,
2023-11-06T16:46:39+00:00,212,29.1,56.8,2.1812,1.3245,2.12384,47.5745,,,,
2023-11-06T16:47:02+00:00,213,29,56.7,2.06742,1.3245,2.06742,45.5402,,,,
2023-11-06T16:47:26+00:00,214,29.1,56.7,2.1524,1.3245,2.12384,47.14253,,,,
2023-11-06T16:47:49+00:00,215,29,56.8,2.12384,1.35268,2.1524,46.93367,,,,
2023-11-06T16:48:12+00:00,216,29.1,56.9,2.1812,1.24263,2.1524,47.58398,,,,
2023-11-06T16:48:35+00:00,217,29.1,56.9,2.12384,1.35268,2.09551,46.60345,,,,
2023-11-06T16:48:59+00:00,218,29.1,57,2.1524,1.24263,2.09551,46.82178,,,,
2023-11-06T16:49:15+00:00,219,29.1,57,2.26901,1.21622,2.21024,49.18637,,,,
2023-11-06T16:49:38+00:00,220,29.1,57.1,2.1524,1.29677,2.12384,47.08959,,,,
2023-11-06T16:50:01+00:00,221,29.1,57.1,2.09551,1.35268,2.09551,46.17851,,,,
2023-11-06T16:50:25+00:00,222,29.1,57.1,2.21024,1.21622,2.12384,47.80325,,,,
2023-11-06T16:50:48+00:00,223,29.1,57.2,2.26901,1.29677,2.1524,49.00451,,,,
2023-11-06T16:51:11+00:00,224,29.1,57.2,2.21024,1.19023,2.09551,47.58918,,,,
2023-11-06T16:51:34+00:00,225,29.1,57.3,2.1524,1.21622,2.09551,46.77134,,,,
2023-11-07T07:12:19+00:00,226,27.1,64,38.56124,75.03339,35.14437,925.67358,wrong readings,,,
2023-11-07T07:12:43+00:00,227,27.3,64,42.15732,133.76743,23.75501,1025.64978,,,,
2023-11-07T07:13:08+00:00,228,27.3,63.8,74.47748,131.70604,38.45276,1591.82739,,,,
2023-11-07T07:13:31+00:00,229,27.3,63.5,52.53266,95.41171,29.72831,1142.71704,,,,
2023-11-07T07:13:55+00:00,230,27.4,63.8,13.16263,31.62753,14.95011,344.60306,,,,
2023-11-07T07:14:18+00:00,231,27.5,63.9,18.25712,50.48357,14.95011,457.02292,,,,
2023-11-07T07:14:42+00:00,232,27.6,64,11.42887,14.5926,14.54043,283.69312,,,,
2023-11-07T07:15:06+00:00,233,27.6,63.7,7.77661,31.96829,16.00607,270.59244,,,,
2023-11-07T07:15:31+00:00,234,27.7,64.9,10.66074,18.95436,0.98916,201.84285,,,,
2023-11-07T07:15:55+00:00,235,27.8,65.1,8.99669,12.80868,12.41381,231.46065,,,,
2023-11-07T07:16:21+00:00,236,27.8,64.8,3.30314,9.47223,6.72789,106.68391,,,,
2023-11-07T07:16:44+00:00,237,27.8,64.3,9.14759,12.4729,6.72789,200.07997,,,,
2023-11-07T07:17:09+00:00,238,27.9,64,10.66074,17.1892,5.16691,222.72173,,,,
2023-11-07T07:17:33+00:00,239,27.9,63.7,7.17506,5.85344,5.60288,151.32332,,,,
2023-11-07T07:17:56+00:00,240,27.9,63.6,5.54719,10.74472,7.77661,148.86136,,,,
2023-11-07T07:18:20+00:00,241,28,63.3,7.37223,13.85762,5.77206,170.54538,,,,
